booksGenreId,itemCaption
001012004,Ｐｙｔｈｏｎによるデータ解析の最初の一歩に最適な書籍です。ケモメトリックスとは、化学データから有用な化学情報を抽出する計算に関する分野です。
001005017,
001005017,
001012002,実務で役に立つ最適化問題に対する定式化とＰｙｔｈｏｎを用いた解決法を全３巻で紹介。
001012010005,
001005017,ｐｙｔｅｓｔを使ってＰｙｔｈｏｎでテスト駆動開発するための全知識。
001005017,すべてのＰｙｔｈｏｎプログラマに贈る！アルゴリズムとデータ構造入門書の最高峰！！豊富なプログラム１３６編と分かりやすい図表２１３点でアルゴリズムとデータ構造の基礎をマスターして、問題解決能力を身につけよう。（社）日本工学教育協会著作賞受賞。
001011003003,コンピュータミュージックをささえる音の信号処理をゼロから理解。音響学の基本、ＭＩＤＩファイルの読み取りから、シンセサイザとエフェクタのしくみまで、ていねいに解説。打楽器・管楽器・弦楽器・鍵盤楽器の音をゼロからつくり出すフルスクラッチ合成のレシピを紹介。
001012010001,実践に勝る学びなし。手を動かしながら学ぼう！ＡＩロボットの基礎理論とプログラミング技法をていねいに解説。開発環境をＤｏｃｋｅｒ、サンプルプログラムをサポートサイトから提供しているので、すぐに実践できる！
001012002,実務で役に立つ最適化問題に対する定式化とＰｙｔｈｏｎを用いた解決法を全３巻で紹介。
001005005001/001005017,
001006004006/001006009001/001006018002,本業、副業、起業、独立ー収入アップの最短ルート！専門知識ナシ！ゲーム感覚で身につく！本書のとおりに手を動かすだけで「稼げるデジタル人材」になれる！
001005005011/001006018002,前処理からパラメータチューニング、ＡＩアルゴリズムの特徴や長所短所まで。実際のビジネスの現場にも応用可能なＡＩモデル構築の一連の流れを学ぼう！
005405001,
001012010001/001012010005,
001012002,
001005001004/001005001006/001006019004,ｉＰｈｏｎｅ、ｉＰａｄでＰｙｔｈｏｎを使い、ｉＯＳプログラミングに挑戦。ｉＯＳでＰｙｔｈｏｎプログラミングができる人気アプリ「Ｐｙｔｈｏｎｉｓｔａ３」を使い、Ｐｙｔｈｏｎの基礎からｎｕｍｐｙ／ｓｙｍｐｙなど拡張モジュールによる数理計算、２Ｄグラフィックを使ったゲーム作成、そしてｉＯＳ機能を拡張するプログラミングまで楽しくマスターしよう。
001005017,本書は機械学習・深層学習に必要な線形代数／確率・統計／微分の基礎知識をわかりやすく解説した書籍です。
001012002,統計学の基礎から統計モデリング、機械学習の入り口まで解説！
001005017,本書は、ＡＷＳが提供するＡＩのサービスについて、その全体像をまるごと、ざっくりつかんで頂くことを目的としています。ＳａｇｅＭａｋｅｒ、Ｆｏｒｅｃａｓｔ、Ｄｅｅｐ　Ｌｅａｒｎｉｎｇ　ＡＭＩ、Ｒｅｋｏｇｎｉｔｉｏｎ等々、さまざまなサービスがあり、全貌をつかむのも一苦労です。だからこそ、本書のナビゲートに沿って皆さん自身が操作し、サービスの内容を確認していくことが大切なのです。体感してこそ身に付きます。それでは、さっそくはじめましょう！
001005017,Ｐｙｔｈｏｎのデータサイエンス用のツールを使いこなし、効率よく仕事を進めるための、実用的な情報が詰め込まれたリファレンスです。ＩＰｙｔｈｏｎとＪｕｐｙｔｅｒ、ＮｕｍＰｙ、ｐａｎｄａｓ、Ｍａｔｐｌｏｔｌｉｂ、ｓｃｉｋｉｔ-ｌｅａｒｎをカバーします。それぞれのトピックについて、押さえておくべき基本、ｔｉｐｓ、便利なコマンドなどを紹介します。Ｐｙｔｈｏｎでデータの操作、変換、可視化、統計的処理、データモデルの構築、科学計算を行う人にとってはいつも手元に置いておきたい「使える」一冊です。
001005017,
001005002003/001005017,Ｐｙｔｈｏｎでよく使用する関数やメソッド、文などを、機能や書式、使用例などに分けて、ページ単位で解説しているリファレンスマニュアル。プログラムを作成する際に、手元に置いておきたい一冊。
001005017/001012002,科学技術計算を強力サポートするＰｙｔｈｏｎのエコシステムの今を知り、より効率的な研究／開発を実現する。研究／開発に使える基本文法から実践テクニックまでこの１冊で！
001005006003/001005017,レシートからＯＣＲで家計簿作成！Ｅｘｃｅｌで作ったリストを翻訳！ミニトマトの写真から消費期限を予測！
001005017,
001005017/001006018002,仕事ですぐに使える「スゴ技」を大公開！「本×動画」で学ぶから、超わかりやすい！今日からできる効果抜群のスキルを厳選。「入門編」×「スキルアップ編」の２部構成で、無理なく学べる！独学の強い味方「サンプルコード」＆素材データがダウンロードできる！
001005017/001012010001,コードが読めればデータ収集・効率化も自由自在！！本書で学べる内容：基礎知識／テキストや画像の取得／前処理・加工／エラー対応。サンプルプログラムはＷｅｂからダウンロードできます。
001005017,基礎技術と分析アプローチがわかる入門書の決定版。「ｓｐａＣｙ＋ＧｉＮＺＡ」による一気通貫の分析が、初学者でもすぐに実践できる！観光／金融・経済／ソーシャルメディアの分析事例をていねいに解説！つまずきやすい「環境構築」もしっかりサポート！
001005017,Ｐｙｔｈｏｎプログラミングの基礎知識を網羅！豊富な解説と例題！
001006018002,シゴト高速化プログラムを集大成！！Ｅｘｃｅｌ操作の基本ー行列、セル、ブックをＰｙｔｈｏｎで操作する。日常業務の効率化ーフォーマットを統一、データ集計に活用。ライブラリを便利に使うーデータ収集や分析も自動処理でラクラク。実務に役立つ５０の時短ワザ！
001005017/001012010001,本書は、Ｐｙｔｈｏｎのフレームワーク「Ｆｌａｓｋ」によるＷｅｂアプリ開発の入門書です。最小のアプリの作成から始め、問い合わせフォーム、データベースを使ったアプリ、認証機能と段階的に作成しながら、Ｆｌａｓｋによるアプリ開発の基礎を習得します。その後、画像データ（写真）から物体を判別する物体検知アプリを作成しながら実践的なアプリの作り方、その機能をＷｅｂ　ＡＰＩ化する方法について解説します。また、物体検知機能（手書き文字認識をする分析コード）を題材に、どのように機械学習をアプリに組ん込んでいくかについても詳しく解説します。
001005017,誤差関数がわかれば異常検知がわかる！時系列・非時系列データに対する異常検知をＰｙｔｈｏｎで学びましょう。異常検知を通して機械学習の本質を理解し、深層学習による応用を実践します。
